Voucher #,Date,Contact ID,Vendor,Terms,Due Date,Responsible,Ref #,P.O. #,Receipt,Other 1,Line,Item ID,Description,Quantity,U/M,Price,Tax,Amount,Taxes,Total,Currency,Exchange rate,Total base,Account,Group,Tag,Memo,Inventory Location,Comments,Attachments,Approvers,Status,Approval Status,Transfer Status,Created by,Date created,Last Modified by,Date Last Modified
231994,8/31/2022,Citistaff Solutions Inc.- Corporate (Fullerton),Citistaff Solutions Inc.- Corporate,Net 30,9/30/2022,Accounts Payable Accounts Payable,210-WE-08-31-22,,,,3,Temp Labor - Regular,Temp Labor - Regular,1,Temp Labor,6941.07,Yes,6941.07,0,6941.07,None,1,6941.07,56110 - Temp Labor - Reg,105 - 1st Shift - Warehouse - Westset,210 - Location - 210 E. Lambert Road,322.99,,,Citistaff - Invoice # 231994 - 08-31-22 - 210.xls (https://secure.spendwise.com/attachments/RxTeDzsmTLFjpQEvOWOjtrMfgL); Citistaff - Invoice # 231994 - 08-31-22 - 210.pdf (https://secure.spendwise.com/attachments/ioyJKOVehvrbAfsAzGFovmGvQp),Luis Serrano (pending),Saved,pending,Not transferred,Accounts Payable Accounts Payable,9/9/2022,Accounts Payable Accounts Payable,9/9/2022
231994,8/31/2022,Citistaff Solutions Inc.- Corporate (Fullerton),Citistaff Solutions Inc.- Corporate,Net 30,9/30/2022,Accounts Payable Accounts Payable,210-WE-08-31-22,,,,4,Temp Labor - O/T,Temp Labor - O/T,1,Temp Labor,366.57,Yes,366.57,0,366.57,None,1,366.57,56120 - Temp Labor - O/T D/T,105 - 1st Shift - Warehouse - Westset,210 - Location - 210 E. Lambert Road,10.65,,,Citistaff - Invoice # 231994 - 08-31-22 - 210.xls (https://secure.spendwise.com/attachments/RxTeDzsmTLFjpQEvOWOjtrMfgL); Citistaff - Invoice # 231994 - 08-31-22 - 210.pdf (https://secure.spendwise.com/attachments/ioyJKOVehvrbAfsAzGFovmGvQp),Luis Serrano (pending),Saved,pending,Not transferred,Accounts Payable Accounts Payable,9/9/2022,Accounts Payable Accounts Payable,9/9/2022
148518,8/31/2022,Kamran Staffing,Kamran Staffing,Net 30,9/30/2022,Accounts Payable Accounts Payable,9278-WE-08-31-22,,,,1,Temp Labor - Regular,Temp Labor - Regular,1,Temp Labor,1107.18,Yes,1107.18,0,1107.18,None,1,1107.18,56110 - Temp Labor - Reg,211 - 2nd Shift - Transportation Loading - Rancho,9278-2 - Location-9278 Charles Smith Ave.-Rancho Cucamonga,45.7,,,Kamran - Invoice # 148518 - 08-31-22.xlsx (https://secure.spendwise.com/attachments/fpmyMlJyETuHBdlDqPuJQiNPok); Kamran - Invoice # 148518 - 08-31-22.pdf (https://secure.spendwise.com/attachments/KPferhZRihaeLVuznYDaTcgqGX),Carlos Garcia (09/22/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,9/8/2022,Accounts Payable Accounts Payable,9/22/2022
148518,8/31/2022,Kamran Staffing,Kamran Staffing,Net 30,9/30/2022,Accounts Payable Accounts Payable,9278-WE-08-31-22,,,,2,Temp Labor - O/T,Temp Labor - O/T,1,Labor - Hours,111.15,Yes,111.15,0,111.15,None,1,111.15,56120 - Temp Labor - O/T D/T,211 - 2nd Shift - Transportation Loading - Rancho,9278-2 - Location-9278 Charles Smith Ave.-Rancho Cucamonga,2.95,,,Kamran - Invoice # 148518 - 08-31-22.xlsx (https://secure.spendwise.com/attachments/fpmyMlJyETuHBdlDqPuJQiNPok); Kamran - Invoice # 148518 - 08-31-22.pdf (https://secure.spendwise.com/attachments/KPferhZRihaeLVuznYDaTcgqGX),Carlos Garcia (09/22/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,9/8/2022,Accounts Payable Accounts Payable,9/22/2022
452755,8/31/2022,Globe Gas Inc.,Globe Gas Inc.,Net 30,9/30/2022,Accounts Payable Accounts Payable,9278,,,,1,Fuel-Propane,Fuel-Propane,335,gal,1.79,Yes,599.65,46.472875,646.122875,None,1,646.122875,51920 - Fuel / Propane,200.1 - Transportation - 11310,9278-2 - Location-9278 Charles Smith Ave.-Rancho Cucamonga,,,,Globe Gas - Invoice # 452755 - 08-31-22.pdf (https://secure.spendwise.com/attachments/ytMujavsTnjPrBJHgLymzbPLJH),Carlos Garcia (09/22/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,9/8/2022,Accounts Payable Accounts Payable,9/22/2022
452755,8/31/2022,Globe Gas Inc.,Globe Gas Inc.,Net 30,9/30/2022,Accounts Payable Accounts Payable,9278,,,,2,Fuel-Propane,Fuel-Propane,1,Fees,8.49,Yes,8.49,0.657975,9.147975,None,1,9.147975,51920 - Fuel / Propane,200.1 - Transportation - 11310,9278-2 - Location-9278 Charles Smith Ave.-Rancho Cucamonga,,,,Globe Gas - Invoice # 452755 - 08-31-22.pdf (https://secure.spendwise.com/attachments/ytMujavsTnjPrBJHgLymzbPLJH),Carlos Garcia (09/22/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,9/8/2022,Accounts Payable Accounts Payable,9/22/2022
596786,8/31/2022,SC Fuels,SC Fuels,Net 30,9/30/2022,Accounts Payable Accounts Payable,9278,,,,1,Fuel-Propane,Fuel-Propane,1,gal,32564.01,Yes,32564.01,0,32564.01,None,1,32564.01,51910 - Fuel / Transportation,200.1 - Transportation - 11310,9278-2 - Location-9278 Charles Smith Ave.-Rancho Cucamonga,,,,SC Fuels - Invoice # 0596786 - 08-31-22.PDF (https://secure.spendwise.com/attachments/nPkkXFvYtGZkCYVICMFjwrGrfK),,Saved,none,Not transferred,Accounts Payable Accounts Payable,9/6/2022,Accounts Payable Accounts Payable,9/6/2022
12710,8/31/2022,Ramp Systems,Ramp Systems,Net 30,9/30/2022,Accounts Payable Accounts Payable,210,,,,1,Computer - Copier Expense,Computer - Copier Expense,1,Misc. Purchase & Service,6400,No,6400,,6400,None,1,6400,51240 - Computer Data & Software - Software & Licensing,100.2 - Warehouse & Log - 14041,210 - Location - 210 E. Lambert Road,,,,Ramp Systems - Invoice # 12710 - 08-31-22.pdf (https://secure.spendwise.com/attachments/aDLWTJRPcPdnQVQULadEveCNxV),,Saved,none,Not transferred,Accounts Payable Accounts Payable,9/2/2022,Accounts Payable Accounts Payable,9/2/2022
35530,8/31/2022,Gold Standard Service Corp.,Gold Standard Service Corp.,Net 30,9/30/2022,Accounts Payable Accounts Payable,CG-9278-51520-B21,,,,1,Forklift Repair,Forklift Repair,2.5,Labor - Hours,121.5,No,303.75,,303.75,None,1,303.75,51520 - Forklift - Repair,200.1 - Transportation - 11310,98-11227 - Forklift - B21 - Standup ,,,Unexpected Repair: ,Gold Standard - Invoice # 35530 - 08-31-22.pdf (https://secure.spendwise.com/attachments/fmcWbCxsCiQzAdrNfjHITWAMTB); Gold Standard - Invoice # 35530 - 08-31-22 - Backup.pdf (https://secure.spendwise.com/attachments/VTyjWLYRPUNCltLXMKVluvIWdT),Carlos Garcia (09/22/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,9/2/2022,Carlos Garcia,9/22/2022
35530,8/31/2022,Gold Standard Service Corp.,Gold Standard Service Corp.,Net 30,9/30/2022,Accounts Payable Accounts Payable,CG-9278-51520-B21,,,,2,Forklift Repair,Forklift Repair,1,Fuel Surcharge,30.38,Yes,30.38,2.35445,32.73445,None,1,32.73445,51520 - Forklift - Repair,200.1 - Transportation - 11310,98-11227 - Forklift - B21 - Standup ,,,Unexpected Repair: ,Gold Standard - Invoice # 35530 - 08-31-22.pdf (https://secure.spendwise.com/attachments/fmcWbCxsCiQzAdrNfjHITWAMTB); Gold Standard - Invoice # 35530 - 08-31-22 - Backup.pdf (https://secure.spendwise.com/attachments/VTyjWLYRPUNCltLXMKVluvIWdT),Carlos Garcia (09/22/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,9/2/2022,Carlos Garcia,9/22/2022
35530,8/31/2022,Gold Standard Service Corp.,Gold Standard Service Corp.,Net 30,9/30/2022,Accounts Payable Accounts Payable,CG-9278-51520-B21,,,,3,Forklift Repair,Forklift Repair,1,Parts,1249,Yes,1249,96.7975,1345.7975,None,1,1345.7975,51520 - Forklift - Repair,200.1 - Transportation - 11310,98-11227 - Forklift - B21 - Standup ,,,Unexpected Repair: ,Gold Standard - Invoice # 35530 - 08-31-22.pdf (https://secure.spendwise.com/attachments/fmcWbCxsCiQzAdrNfjHITWAMTB); Gold Standard - Invoice # 35530 - 08-31-22 - Backup.pdf (https://secure.spendwise.com/attachments/VTyjWLYRPUNCltLXMKVluvIWdT),Carlos Garcia (09/22/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,9/2/2022,Carlos Garcia,9/22/2022
35526,8/31/2022,Gold Standard Service Corp.,Gold Standard Service Corp.,Net 30,9/30/2022,Accounts Payable Accounts Payable,CG-9278-51520-PJ,,,,1,Forklift Repair,Forklift Repair,2,Labor - Hours,121.5,No,243,,243,None,1,243,51520 - Forklift - Repair,200.1 - Transportation - 11310,74899 - PALLET JACK - PJ1,,,Unexpected Repair: ,Gold Standard - Invoice # 35526 - 08-31-22.pdf (https://secure.spendwise.com/attachments/TBFTbAaLuUUtgVwyYvTxHvMrkf); Gold Standard - Invoice # 35526 - 08-31-22 - Backup.pdf (https://secure.spendwise.com/attachments/rBdDzBeuqsiDoOtXUZntYbaXga),Carlos Garcia (09/22/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,9/2/2022,Carlos Garcia,9/22/2022
35526,8/31/2022,Gold Standard Service Corp.,Gold Standard Service Corp.,Net 30,9/30/2022,Accounts Payable Accounts Payable,CG-9278-51520-PJ,,,,2,Forklift Repair,Forklift Repair,1,Fuel Surcharge,24.3,Yes,24.3,1.88325,26.18325,None,1,26.18325,51520 - Forklift - Repair,200.1 - Transportation - 11310,74899 - PALLET JACK - PJ1,,,Unexpected Repair: ,Gold Standard - Invoice # 35526 - 08-31-22.pdf (https://secure.spendwise.com/attachments/TBFTbAaLuUUtgVwyYvTxHvMrkf); Gold Standard - Invoice # 35526 - 08-31-22 - Backup.pdf (https://secure.spendwise.com/attachments/rBdDzBeuqsiDoOtXUZntYbaXga),Carlos Garcia (09/22/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,9/2/2022,Carlos Garcia,9/22/2022
K697464,8/31/2022,"Dion and Sons, Inc","Dion and Sons, Inc",Net 30,9/30/2022,Accounts Payable Accounts Payable,9278,,,,1,Fuel-Propane,Fuel-Propane,1031.8,gal,4.709,Yes,4858.7462,376.5528305,5235.299031,None,1,5235.299031,51910 - Fuel / Transportation,200.1 - Transportation - 11310,9278-2 - Location-9278 Charles Smith Ave.-Rancho Cucamonga,,,,Dion & Sons - Invoice # K697464 - 08-31-22.pdf (https://secure.spendwise.com/attachments/LEpeuFUTkpdFVJtuKeTZsgCYeo),Robert Ortega (09/02/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,9/2/2022,Accounts Payable Accounts Payable,9/2/2022
K697464,8/31/2022,"Dion and Sons, Inc","Dion and Sons, Inc",Net 30,9/30/2022,Accounts Payable Accounts Payable,9278,,,,2,Fuel-Propane,Fuel-Propane,1,Fees,9.5,Yes,9.5,0.73625,10.23625,None,1,10.23625,51910 - Fuel / Transportation,200.1 - Transportation - 11310,9278-2 - Location-9278 Charles Smith Ave.-Rancho Cucamonga,,,,Dion & Sons - Invoice # K697464 - 08-31-22.pdf (https://secure.spendwise.com/attachments/LEpeuFUTkpdFVJtuKeTZsgCYeo),Robert Ortega (09/02/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,9/2/2022,Accounts Payable Accounts Payable,9/2/2022
K697464,8/31/2022,"Dion and Sons, Inc","Dion and Sons, Inc",Net 30,9/30/2022,Accounts Payable Accounts Payable,9278,,,,3,Fuel-Propane,Fuel-Propane,1,Fuel Surcharge,14.95,Yes,14.95,1.158625,16.108625,None,1,16.108625,51910 - Fuel / Transportation,200.1 - Transportation - 11310,9278-2 - Location-9278 Charles Smith Ave.-Rancho Cucamonga,,,,Dion & Sons - Invoice # K697464 - 08-31-22.pdf (https://secure.spendwise.com/attachments/LEpeuFUTkpdFVJtuKeTZsgCYeo),Robert Ortega (09/02/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,9/2/2022,Accounts Payable Accounts Payable,9/2/2022
K697464,8/31/2022,"Dion and Sons, Inc","Dion and Sons, Inc",Net 30,9/30/2022,Accounts Payable Accounts Payable,9278,,,,4,Fuel-Propane,Fuel-Propane,1031.8,gal,0.244,Yes,251.7592,19.511338,271.270538,None,1,271.270538,51910 - Fuel / Transportation,200.1 - Transportation - 11310,9278-2 - Location-9278 Charles Smith Ave.-Rancho Cucamonga,,,,Dion & Sons - Invoice # K697464 - 08-31-22.pdf (https://secure.spendwise.com/attachments/LEpeuFUTkpdFVJtuKeTZsgCYeo),Robert Ortega (09/02/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,9/2/2022,Accounts Payable Accounts Payable,9/2/2022
K697464,8/31/2022,"Dion and Sons, Inc","Dion and Sons, Inc",Net 30,9/30/2022,Accounts Payable Accounts Payable,9278,,,,5,Fuel-Propane,Fuel-Propane,1031.8,gal,0.41,No,423.038,,423.038,None,1,423.038,51910 - Fuel / Transportation,200.1 - Transportation - 11310,9278-2 - Location-9278 Charles Smith Ave.-Rancho Cucamonga,,,,Dion & Sons - Invoice # K697464 - 08-31-22.pdf (https://secure.spendwise.com/attachments/LEpeuFUTkpdFVJtuKeTZsgCYeo),Robert Ortega (09/02/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,9/2/2022,Accounts Payable Accounts Payable,9/2/2022
K697464,8/31/2022,"Dion and Sons, Inc","Dion and Sons, Inc",Net 30,9/30/2022,Accounts Payable Accounts Payable,9278,,,,6,Fuel-Propane,Fuel-Propane,1,Misc. Purchase & Service,293.85,No,293.85,,293.85,None,1,293.85,51910 - Fuel / Transportation,200.1 - Transportation - 11310,9278-2 - Location-9278 Charles Smith Ave.-Rancho Cucamonga,,,,Dion & Sons - Invoice # K697464 - 08-31-22.pdf (https://secure.spendwise.com/attachments/LEpeuFUTkpdFVJtuKeTZsgCYeo),Robert Ortega (09/02/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,9/2/2022,Accounts Payable Accounts Payable,9/2/2022
20222013,8/31/2022,Carrier Logistics,Carrier Logistics,Net 30,9/30/2022,Accounts Payable Accounts Payable,9278,,,,1,Computer - Copier Expense,Computer - Copier Expense,1,Misc. Purchase & Service,43.75,Yes,43.75,0,43.75,None,1,43.75,51210 - Computer Data & Software - CLI,200.1 - Transportation - 11310,9278-2 - Location-9278 Charles Smith Ave.-Rancho Cucamonga,,,,CLI - Invoice # 20222013 - 08-31-22.pdf (https://secure.spendwise.com/attachments/wExXTPsSeCstDBdmTyNiGvWLDI),,Saved,none,Not transferred,Accounts Payable Accounts Payable,9/2/2022,Accounts Payable Accounts Payable,9/2/2022
SPINV-019709,8/31/2022,Southwest Toyota Lift,Southwest Toyota Lift,,8/31/2022,Accounts Payable Accounts Payable,CG-9278-51530,,,,1,Forklift Repair,Forklift Repair,1,Parts,280.36,Yes,280.36,21.7279,302.0879,None,1,302.0879,51520 - Forklift - Repair,200.1 - Transportation - 11310,9278-2 - Location-9278 Charles Smith Ave.-Rancho Cucamonga,,,Unexpected Repair: ,Southwest Toyota - Invoice # SPINV-019709 - 08-31-22.pdf (https://secure.spendwise.com/attachments/pgXxJYhLacsskgZlNAmKRfdYjd),Carlos Garcia (09/22/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,9/1/2022,Carlos Garcia,9/22/2022
6129,8/31/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/30/2022,Accounts Payable Accounts Payable,TT-17-RO-116337,,,,1,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Parts,277.01,Yes,277.01,0,277.01,None,1,277.01,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,1.17 - Tractor - TT-17,,,"complaint unit will not start inspect and found battery cable defective
replace cable and run truck",Sparkys - Invoice # 00006129 - 08-31-22.pdf (https://secure.spendwise.com/attachments/tbDySFuyJLPquJZgkEjIDXWDkz); Sparkys - Invoice # 00006129 - 08-31-22 - Backup.pdf (https://secure.spendwise.com/attachments/ZHhDsAtqvRbuPHpiqFuijpvOLK),Robert Ortega (09/02/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,9/1/2022,Robert Ortega,9/2/2022
6129,8/31/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/30/2022,Accounts Payable Accounts Payable,TT-17-RO-116337,,,,2,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Labor - Hours,280,Yes,280,0,280,None,1,280,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,1.17 - Tractor - TT-17,,,"complaint unit will not start inspect and found battery cable defective
replace cable and run truck",Sparkys - Invoice # 00006129 - 08-31-22.pdf (https://secure.spendwise.com/attachments/tbDySFuyJLPquJZgkEjIDXWDkz); Sparkys - Invoice # 00006129 - 08-31-22 - Backup.pdf (https://secure.spendwise.com/attachments/ZHhDsAtqvRbuPHpiqFuijpvOLK),Robert Ortega (09/02/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,9/1/2022,Robert Ortega,9/2/2022
6129,8/31/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/30/2022,Accounts Payable Accounts Payable,TT-17-RO-116337,,,,3,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Fees,7,Yes,7,0,7,None,1,7,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,1.17 - Tractor - TT-17,,,"complaint unit will not start inspect and found battery cable defective
replace cable and run truck",Sparkys - Invoice # 00006129 - 08-31-22.pdf (https://secure.spendwise.com/attachments/tbDySFuyJLPquJZgkEjIDXWDkz); Sparkys - Invoice # 00006129 - 08-31-22 - Backup.pdf (https://secure.spendwise.com/attachments/ZHhDsAtqvRbuPHpiqFuijpvOLK),Robert Ortega (09/02/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,9/1/2022,Robert Ortega,9/2/2022
6128,8/31/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/30/2022,Accounts Payable Accounts Payable,TT-24-RO-116336,,,,1,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Labor - Hours,140,Yes,140,0,140,None,1,140,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,2.24 - Tractor TT-24,,,,Sparkys - Invoice # 00006128 - 08-31-22.pdf (https://secure.spendwise.com/attachments/bTfilTmRtvQuLTiWNLYKrKaeRp); Sparkys - Invoice # 00006128 - 08-31-22 - Backup.pdf (https://secure.spendwise.com/attachments/aQMRGKQQBVclonGMSeQZWiRwwO),Robert Ortega (09/02/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,9/1/2022,Accounts Payable Accounts Payable,9/2/2022
6128,8/31/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/30/2022,Accounts Payable Accounts Payable,TT-24-RO-116336,,,,2,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Fees,7,Yes,7,0,7,None,1,7,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,2.24 - Tractor TT-24,,,,Sparkys - Invoice # 00006128 - 08-31-22.pdf (https://secure.spendwise.com/attachments/bTfilTmRtvQuLTiWNLYKrKaeRp); Sparkys - Invoice # 00006128 - 08-31-22 - Backup.pdf (https://secure.spendwise.com/attachments/aQMRGKQQBVclonGMSeQZWiRwwO),Robert Ortega (09/02/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,9/1/2022,Accounts Payable Accounts Payable,9/2/2022
6127,8/31/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/30/2022,Accounts Payable Accounts Payable,TT-26-RO-116356,,,,1,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Parts,2134.66,Yes,2134.66,0,2134.66,None,1,2134.66,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,2.26 - Tractor TT-26,,,"COMPLAINT CHECK ENGINE LIGHTS ON TRK DERATE 
FOUND TRK SHUTTING OFF AFTER A FEW SECONDS RUNNING
REMOVE AIR FILTER INTAKE BOOT DPF FILTERS STILL SAME ISSUE SEND FILTERS UT FOR CLEANING INSTALL FILTERS WITH NEW CLAMPS AND GASKETS RESET ASH COUNT AND RUN REGENTO RUN
",Sparkys - Invoice # 00006127 - 08-31-22.pdf (https://secure.spendwise.com/attachments/rOoPTRiDXmloOOCbeGkVbbyVAA); Sparkys - Invoice # 00006127 - 08-31-22 - Backup.pdf (https://secure.spendwise.com/attachments/ucSqyQpYmTBLOLzwEFTixnVGwz),Robert Ortega (09/02/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,9/1/2022,Robert Ortega,9/2/2022
6127,8/31/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/30/2022,Accounts Payable Accounts Payable,TT-26-RO-116356,,,,2,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Labor - Hours,945,Yes,945,0,945,None,1,945,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,2.26 - Tractor TT-26,,,"COMPLAINT CHECK ENGINE LIGHTS ON TRK DERATE 
FOUND TRK SHUTTING OFF AFTER A FEW SECONDS RUNNING
REMOVE AIR FILTER INTAKE BOOT DPF FILTERS STILL SAME ISSUE SEND FILTERS UT FOR CLEANING INSTALL FILTERS WITH NEW CLAMPS AND GASKETS RESET ASH COUNT AND RUN REGENTO RUN
",Sparkys - Invoice # 00006127 - 08-31-22.pdf (https://secure.spendwise.com/attachments/rOoPTRiDXmloOOCbeGkVbbyVAA); Sparkys - Invoice # 00006127 - 08-31-22 - Backup.pdf (https://secure.spendwise.com/attachments/ucSqyQpYmTBLOLzwEFTixnVGwz),Robert Ortega (09/02/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,9/1/2022,Robert Ortega,9/2/2022
6127,8/31/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/30/2022,Accounts Payable Accounts Payable,TT-26-RO-116356,,,,3,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Fees,7,Yes,7,0,7,None,1,7,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,2.26 - Tractor TT-26,,,"COMPLAINT CHECK ENGINE LIGHTS ON TRK DERATE 
FOUND TRK SHUTTING OFF AFTER A FEW SECONDS RUNNING
REMOVE AIR FILTER INTAKE BOOT DPF FILTERS STILL SAME ISSUE SEND FILTERS UT FOR CLEANING INSTALL FILTERS WITH NEW CLAMPS AND GASKETS RESET ASH COUNT AND RUN REGENTO RUN
",Sparkys - Invoice # 00006127 - 08-31-22.pdf (https://secure.spendwise.com/attachments/rOoPTRiDXmloOOCbeGkVbbyVAA); Sparkys - Invoice # 00006127 - 08-31-22 - Backup.pdf (https://secure.spendwise.com/attachments/ucSqyQpYmTBLOLzwEFTixnVGwz),Robert Ortega (09/02/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,9/1/2022,Robert Ortega,9/2/2022
35711,8/31/2022,Gold Standard Service Corp.,Gold Standard Service Corp.,Net 30,9/30/2022,Accounts Payable Accounts Payable,FG-S10,,,,1,Forklift Repair,Forklift Repair,4,Labor - Hours,121.5,No,486,,486,None,1,486,51520 - Forklift - Repair,100.2 - Warehouse & Log - 14041,1-478892 - Forklift-S10-Electric-Crown-SwingReach-1A478892,,,,Gold Standard - Invoice # 35711 - 08-31-22.pdf (https://secure.spendwise.com/attachments/fwkHBlyZAaVISyuHKznGpbbfUQ); Gold Standard - Invoice # 35711 - 08-31-22 - Backup.pdf (https://secure.spendwise.com/attachments/bZBxeQJMarrBDArzFRAdUfMXxg),Frank Guzman (pending),Saved,pending,Not transferred,Accounts Payable Accounts Payable,9/1/2022,Accounts Payable Accounts Payable,9/1/2022
